License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
October 24 2018,8002186,Trudy,Dog,Labrador Retriever,Mastiff,98112
December 22 2018,8004064,Chewie,Dog,Standard Poodle,Golden Retriever,98121
November 28 2018,8003339,Drako,Dog,Siberian Husky,,98178
October 19 2018,S137806,Brody Shoji,Dog,Bichon Frise,Standard Poodle,98117
October 27 2018,S122398,Benny,Dog,Cardigan Welsh Corgi,,98105
November 10 2018,S119891,Sweet Allie,Dog,Labrador Retriever,,98103
October 25 2018,835308,Aiko,Dog,Shiba Inu,,98103
November 15 2018,S146563,Haru,Dog,Chihuahua,Jack Russell Terrier,98122
November 20 2018,902160,Rufina,Dog,Labrador Retriever,Standard Poodle,98116
October 25 2018,8002196,Josie,Dog,Australian Cattle Dog,,98122
November 14 2018,S146558,Wolfgang,Dog,Border Collie,Shepherd,98118
November 20 2018,829595,Shelby,Dog,Australian Shepherd,,98117
November 25 2018,8003179,Briggs,Dog,Kerry Blue Terrier,,98125
November 22 2018,S138204,Rocket,Dog,Havanese,,98107
November 20 2018,902655,Rocket,Dog,Australian Shepherd,,98116
December 10 2018,S125094,Pilot,Dog,Dachshund,Golden Retriever,98103
November 29 2018,901373,Robbie,Dog,Border Collie,Australian Shepherd,98116
October 22 2018,719719,Husky,Dog,Xoloitzcuintli,,98118
November 25 2018,S104816,Pinot,Dog,American Cocker Spaniel,,98106
October 20 2018,S122294,Rook,Dog,Beagle,,98103
December 29 2018,905194,Blondy,Dog,Pomeranian,,98177
November 24 2018,S146116,Charlie,Dog,Pug,Beagle,98294
December 15 2018,S127389,Foxy,Dog,Dachshund,,98115
November 19 2018,8002953,Raul,Dog,Golden Retriever,,98106
November 09 2018,8002608,Teddy,Dog,Maltese,,98115
October 18 2018,733493,Ella,Dog,Chihuahua,Pug,98121
November 17 2018,S115177,Luna,Dog,English Springer Spaniel,,98199
November 24 2018,S104997,Waffles,Dog,Pembroke Welsh Corgi,,98144
November 06 2018,S124206,Molly,Dog,Toy Poodle,,98125
November 17 2018,835231,Penny,Dog,Labrador Retriever,Standard Poodle,98103
December 07 2018,S108081,Ida,Dog,Belgian Malinois,American Staffordshire Terrier,98115
November 16 2018,904235,Loki,Dog,Beagle,German Shorthaired Pointer,98105
December 30 2018,8004226,Dinah,Dog,Border Collie,Terrier,98126
November 05 2018,904615,CoCo,Dog,Weimaraner,,98117
November 19 2018,S123940,Sage,Dog,Siberian Husky,German Shepherd,98144
December 21 2018,904308,Lee,Dog,German Shepherd,Belgian Malinois,98107
October 31 2018,S121853,Murphy,Dog,Labrador Retriever,Miniature Poodle,98117
December 10 2018,8003719,Pebbles,Dog,Schnauzer,,98109
December 14 2018,S125151,Olaf,Dog,Great Pyrenees,Anatolian Shepherd,98117
December 14 2018,S108559,Belle,Dog,Beagle,,98199
December 07 2018,S108731,Carlos,Dog,Chihuahua,,98105
November 14 2018,8002729,Renegade,Dog,West Highland White Terrier,,98117
November 12 2018,8002669,Emma,Dog,Old English Sheepdog,,98118
October 23 2018,S152160,Duke,Dog,German Shepherd,,98116
December 29 2018,8004205,Radar,Dog,Australian Shepherd,,98264
December 27 2018,S125408,LuLu,Dog,Labrador Retriever,,98126
November 03 2018,8002413,Bella,Dog,Dachshund,Dachshund,98126
October 11 2018,8001752,Porter,Dog,American Cocker Spaniel,Miniature Poodle,98118
December 18 2018,8000549,Ohly,Dog,Siberian Husky,,98122
December 10 2018,8003699,Kira,Dog,American Bulldog,Boxer,98122
December 17 2018,8003930,Jazmine,Dog,Miniature Poodle,Bichon Frise,98116
November 03 2018,8002419,Bandit,Dog,Bichon Frise,,98125
December 22 2018,8004051,Otis,Dog,Labrador Retriever,American Pit Bull Terrier,98107
November 15 2018,8002741,Princess Ling Ling,Dog,Shih Tzu,Pomeranian,98122
December 22 2018,S124102,Westley Williams,Dog,Golden Retriever,,98115
December 29 2018,8004198,Belle,Dog,Golden Retriever,Golden Retriever,98121
November 23 2018,903430,Cali,Dog,American Pit Bull Terrier,,98108
December 11 2018,960023,Tazz,Dog,Shih Tzu,Lhasa Apso,98125
October 20 2018,726835,Rose,Dog,Xoloitzcuintli,,98177
December 09 2018,8003665,Charlie,Dog,Border Collie,Pointer,98107
December 01 2018,898704,Felix,Dog,Pug,,98116
December 20 2018,964272,Boomer,Dog,Miniature Poodle,,98136
December 24 2018,S123829,Shadow,Dog,German Shepherd,,98119
October 22 2018,S103901,Duke,Dog,Labrador Retriever,,98115
December 09 2018,S137074,Raleigh,Dog,Labrador Retriever,Shepherd,98117
November 17 2018,S123400,Murphy,Dog,Labrador Retriever,,98118
December 28 2018,902013,Bruno,Dog,Chihuahua,Miniature Pinscher,98104
October 24 2018,8002184,Harley,Dog,Bernese Mountain Dog,Standard Poodle,98112
October 26 2018,829907,Cousteau,Dog,Pointer,,98117
December 11 2018,959846,Ellie,Dog,Mastiff,Pointer,98177
October 26 2018,830158,Ender,Dog,Yorkshire Terrier,Miniature Poodle,98144
December 04 2018,901912,Lily,Dog,American Cocker Spaniel,,98105
December 09 2018,S116628,Keana,Dog,Vizsla,,98103
October 24 2018,S101866,Name,Dog,German Shepherd,Chow Chow,98121
December 11 2018,964471,Calli,Dog,Irish Terrier,,98105
November 14 2018,905577,Daisy Mae,Dog,Havanese,,98119
November 10 2018,8002612,Ranger,Dog,Flat-Coated Retriever,Standard Poodle,98115
November 06 2018,903775,Flora,Dog,Greyhound,,98112
November 23 2018,831711,Argus,Dog,Australian Shepherd,,98122
November 28 2018,8003313,Rosebud,Dog,American Cocker Spaniel,Standard Poodle,98115
December 07 2018,893695,Zeuss,Dog,Chinese Shar-Pei,,98125
December 06 2018,960037,Scooter,Dog,Golden Retriever,Spaniel,98115
December 21 2018,903595,Anna,Dog,Boston Terrier,,98199
December 08 2018,828715,Max,Dog,Scottish Terrier,,98115
December 23 2018,899555,Daisy,Dog,German Shepherd,Terrier,98103
November 26 2018,S123287,Scout,Dog,Dachshund,Labrador Retriever,98112
December 10 2018,8003693,Remy,Dog,Retriever,,98102
December 18 2018,957249,Maile,Dog,Shiba Inu,,98109
November 08 2018,904679,Booker,Dog,Labrador Retriever,,98199
October 21 2018,8002087,Ulu,Dog,Australian Shepherd,,98122
December 23 2018,903583,Bruno,Dog,Australian Shepherd,Labrador Retriever,98126
November 23 2018,S138486,Rowan,Dog,German Shepherd,,98126
October 29 2018,S121851,Murphy,Dog,English Springer Spaniel,,98136
November 27 2018,S152244,Lyra,Dog,Miniature Poodle,Labrador Retriever,98109
November 28 2018,S138446,Enzo,Dog,Border Collie,Golden Retriever,98105
November 29 2018,S123694,Whinnie,Dog,Rat Terrier,,98118
November 30 2018,S148174,Pablo,Dog,Rat Terrier,Pembroke Welsh Corgi,98177
October 27 2018,826207,Cody,Dog,Maltese,Dachshund,98133
October 29 2018,S123220,Otto,Dog,American Cocker Spaniel,,98104
November 16 2018,902038,Buddy,Dog,Terrier,Chihuahua,98117
December 15 2018,S125858,Dottie,Dog,Pomeranian,,98116
October 19 2018,726335,Riley,Dog,Soft Coated Wheaten Terrier,,98126
November 06 2018,S138029,Echo,Dog,Labrador Retriever,,98115
November 07 2018,8002536,Snoop,Dog,Labrador Retriever,Alaskan Husky,98118
November 17 2018,8002772,Danube,Dog,German Shepherd,Siberian Husky,98115
December 23 2018,8004102,Gmoney,Dog,Labrador Retriever,,98121
October 20 2018,S123874,Annapurna,Dog,English Springer Spaniel,,98122
November 06 2018,905569,Ernie,Dog,Chihuahua,,98126
December 10 2018,S152265,Tony,Dog,Miniature Australian Shepherd,Chihuahua,98133
October 28 2018,8002272,George,Dog,Pug,,98103
October 27 2018,830512,Bambi,Dog,Toy Poodle,,98125
December 19 2018,900402,Renny,Dog,West Highland White Terrier,,98121
November 19 2018,8002978,Skye,Dog,Border Collie,Miniature Poodle,98106
November 06 2018,903802,Miss Lily,Dog,Labrador Retriever,,98133
December 31 2018,960361,Chase,Dog,Labrador Retriever,,98188
October 23 2018,443008,Maddy,Dog,Labrador Retriever,,98136
October 20 2018,S120764,Kelsey Black-Vinograd,Dog,Yorkshire Terrier,,98136
November 18 2018,828405,Spike,Dog,Shiba Inu,,98117
November 17 2018,8002822,Isobel,Dog,Chihuahua,Dachshund,98144
October 18 2018,S120808,Alf,Dog,Golden Retriever,Shepherd,98107
December 29 2018,S116770,Murray Kim,Dog,Golden Retriever,Standard Poodle,98115
December 11 2018,352254,Zulu,Dog,German Shepherd,,98103
December 13 2018,8003810,Frannie,Dog,Dutch Shepherd,Labrador Retriever,98108
December 28 2018,831683,Goldie,Dog,Cavalier King Charles Spaniel,,98109
December 19 2018,960355,Grady,Dog,American Cocker Spaniel,,98199
November 18 2018,8002922,Delilah,Dog,Shetland Sheepdog,,98116
December 23 2018,S137455,Lulu,Dog,Miniature Poodle,Golden Retriever,98109
December 03 2018,S152254,Sherman,Dog,German Shepherd,,98101
October 31 2018,S148119,Finley,Dog,Labrador Retriever,,98103
December 17 2018,8003923,Eva,Dog,Golden Retriever,,98106
December 07 2018,959195,Gracie,Dog,Labrador Retriever,,98105
November 14 2018,S107614,Cedar,Dog,Labrador Retriever,,98116
December 15 2018,S139900,Filete,Dog,Labrador Retriever,Rottweiler,98122
November 12 2018,S123718,Annie,Dog,Border Collie,,98103
December 20 2018,S107919,Oliver,Dog,Cavalier King Charles Spaniel,,98116
November 19 2018,8002928,Emma,Dog,Schnauzer,,98116
November 27 2018,8003275,Rocky,Dog,Brussels Griffon,Pug,98115
November 14 2018,8002711,Loki,Dog,Shiba Inu,,98103
October 23 2018,S152161,Abbracci,Dog,Chinese Crested,,98119
November 23 2018,904837,Bindi Rain,Dog,Chihuahua,,98136
October 06 2018,S149107,Bowser,Dog,Cavalier King Charles Spaniel,,98106
December 22 2018,904927,Chico,Dog,Pomeranian,Chihuahua,98117
October 27 2018,583899,Poppy,Dog,Golden Retriever,Standard Poodle,98136
December 24 2018,901157,Daisy,Dog,Greyhound,,98105
November 29 2018,8003360,Reggie,Dog,Labrador Retriever,,98126
December 30 2018,8004233,Kahlua,Dog,Shiba Inu,,98126
December 21 2018,S138014,Lucy,Dog,Black-Mouth Cur,,98117
November 10 2018,S149179,Pepper,Dog,Miniature Schnauzer,,98105
November 05 2018,S138388,Toby,Dog,Labrador Retriever,,98107
December 03 2018,8003483,Olaf,Dog,Dachshund,,98116
November 18 2018,443000,Cash,Dog,English Setter,,98105
November 02 2018,835452,Copper,Dog,Golden Retriever,Standard Poodle,98115
December 06 2018,S152264,Daisy,Dog,English Bulldog,,98119
November 30 2018,829808,Phoebe,Dog,Chinese Crested,,98122
October 26 2018,8002233,Earl,Dog,Golden Retriever,,98117
November 25 2018,822087,Marta,Dog,Labrador Retriever,,98177
December 14 2018,S125833,Cecil,Dog,Portuguese Water Dog,,98122
November 05 2018,8002445,Micah,Dog,Brittany,,98102
December 03 2018,S142410,Martha,Dog,French Bulldog,Cavalier King Charles Spaniel,98115
December 26 2018,S105650,Jack,Dog,Beagle,Spaniel,98117
November 06 2018,S107272,Finlay Branson,Dog,Labrador Retriever,,98112
October 31 2018,8002346,Raleigh,Dog,Maltese,Norwich Terrier,98126
November 23 2018,8003151,Rudy,Dog,Cardigan Welsh Corgi,German Shepherd,98119
December 29 2018,8004214,Bowie,Dog,Standard Poodle,Bernese Mountain Dog,98104
December 10 2018,8003705,Aria Zhang,Dog,Border Collie,Australian Shepherd,98122
November 01 2018,8002383,Ellie,Dog,Airedale Terrier,,98102
November 28 2018,8003333,Shadow,Dog,Labrador Retriever,,98116
December 04 2018,S128824,Dan Dan Mian,Dog,Miniature Bull Terrier,Miniature Bull Terrier,98125
November 16 2018,901589,Rex,Dog,Jack Russell Terrier,American Pit Bull Terrier,98116
October 20 2018,S137399,Arri,Dog,Standard Poodle,,98119
December 21 2018,904826,Agatha,Dog,Portuguese Water Dog,,98103
December 09 2018,961080,Harper,Dog,Australian Cattle Dog,Jack Russell Terrier,98118
November 13 2018,S115676,Mali Rose,Dog,Vizsla,,98117
November 23 2018,8003134,Arya,Dog,Shepherd,Rhodesian Ridgeback,98126
December 30 2018,S116025,Charley,Dog,Labrador Retriever,,98107
November 26 2018,834723,Lexi,Dog,Border Collie,Labrador Retriever,98122
October 18 2018,S122151,Phinney,Dog,Australian Shepherd,,98117
October 27 2018,8002247,Violet,Dog,Labrador Retriever,,98106
October 22 2018,8002119,Clyde,Dog,Chihuahua,Terrier,98177
December 21 2018,S138423,Dusty,Dog,Dachshund,,98122
December 23 2018,S122941,Thunder,Dog,Border Collie,Australian Cattle Dog,98106
October 21 2018,721799,Duke,Dog,American Pit Bull Terrier,Chinese Shar-Pei,98155
December 15 2018,8003864,Zoey,Dog,Golden Retriever,Standard Poodle,98109
December 26 2018,S108120,Marley,Dog,Siberian Husky,German Shepherd,98119
November 03 2018,8002420,Jack,Dog,French Bulldog,,98144
December 06 2018,S152263,Hercules,Dog,Pembroke Welsh Corgi,,98103
December 21 2018,S139133,Loki Thompson,Dog,White Swiss Shepherd (Berger Blanc Suisse),,98118
November 06 2018,S144263,Bosley,Dog,Golden Retriever,,98136
November 05 2018,8002482,Bubba,Dog,American Staffordshire Terrier,Dalmatian,98121
November 10 2018,900409,June,Dog,Pug,,98103
November 19 2018,S105318,Marie,Dog,Pembroke Welsh Corgi,,98121
October 26 2018,8002231,Groucho,Dog,Yorkshire Terrier,Havanese,98104
December 09 2018,960682,Tubby,Dog,Labrador Retriever,,98102
November 17 2018,8002811,Coulee,Dog,Standard Poodle,Labrador Retriever,98136
December 14 2018,82859,Enzo,Dog,Spinone Italiano,,98102
December 17 2018,8003924,Dallas,Dog,Terrier,Chihuahua,98116
December 18 2018,8003958,Fergus Reynolds,Dog,Golden Retriever,,98177
December 09 2018,8003655,Seamus,Dog,Australian Cattle Dog,Shih Tzu,98115
December 08 2018,8003608,Cooper,Dog,Boston Terrier,Boston Terrier,98146
November 13 2018,S152218,Zoey,Dog,Yorkshire Terrier,Miniature Poodle,98199
December 22 2018,904190,Terra,Dog,Standard Poodle,,98199
November 14 2018,904656,Jicky,Dog,Cavalier King Charles Spaniel,,98199
December 21 2018,S138525,Ruby,Dog,Labrador Retriever,,98146
October 26 2018,820489,Sadie,Dog,Shih Tzu,,98115
November 12 2018,8002661,Zu Zu,Dog,Miniature Poodle,,98125
December 17 2018,S151178,Kimba,Dog,Perro de Presa Canario,Mastiff,98116
October 21 2018,S123396,Fergie,Dog,Pug,,98126
November 26 2018,828789,Milo,Dog,Toy Poodle,,98119
December 14 2018,S125181,Hanna,Dog,Border Collie,,98115
December 05 2018,8003521,Bella,Dog,Border Collie,Australian Cattle Dog,98118
November 25 2018,8003188,Ruby,Dog,Mastiff,Mastiff,98116
November 15 2018,903377,Hazel,Dog,Irish Terrier,,98109
November 17 2018,8002794,Sophie,Dog,Chihuahua,Dachshund,98106
November 07 2018,904732,Mocha,Dog,Labrador Retriever,Staffordshire Bull Terrier,98107
November 07 2018,S133986,Lieutenant Dan,Dog,Golden Retriever,English Cocker Spaniel,98199
December 05 2018,S138303,Delilah,Dog,Border Collie,Catahoula Leopard dog,98104
November 27 2018,8003282,Wallace,Dog,Miniature Australian Shepherd,,98115
November 26 2018,S107696,Jules,Dog,Labrador Retriever,,98136
December 20 2018,956558,Doc/Frack,Dog,Labrador Retriever,Golden Retriever,98126
December 06 2018,S138955,Sati,Dog,Flat-Coated Retriever,German Shepherd,98122
December 19 2018,S116907,Melody,Dog,Miniature Schnauzer,Jack Russell Terrier,98106
December 11 2018,8003748,Loki,Dog,Labrador Retriever,English Springer Spaniel,98103
October 31 2018,S103134,Henry,Dog,Chihuahua,,98122
December 27 2018,S139274,Nellie,Dog,Pomeranian,,98118
November 25 2018,281506,Evander,Dog,Boxer,Rottweiler,98126
October 22 2018,S111706,Penny,Dog,Yorkshire Terrier,Chihuahua,98125
November 17 2018,S121859,Chloe Rattanasithi-Lee,Dog,Maltese,Standard Poodle,98121
November 12 2018,S116218,Abby,Dog,Golden Retriever,Miniature Poodle,98112
December 03 2018,S105464,Posey,Dog,Labrador Retriever,,98117
November 17 2018,8002830,Princess Buttercup,Dog,Pomeranian,Chihuahua,98106
December 30 2018,S124661,Pookie,Dog,Chihuahua,Italian Greyhound,98136
November 14 2018,903162,Koko,Dog,Newfoundland,,98119
December 30 2018,8004232,Wombi,Dog,Shiba Inu,,98126
October 26 2018,829969,Gigi,Dog,Boston Terrier,,98109
December 13 2018,8003807,Barley,Dog,West Highland White Terrier,,98126
October 28 2018,831848,Mochi,Dog,Rough Collie,,98119
December 06 2018,S125818,Annabelle,Dog,Yorkshire Terrier,Standard Poodle,98117
December 07 2018,829718,Muconi,Dog,Havanese,,98121
December 30 2018,8004229,Finn,Dog,Labrador Retriever,Golden Retriever,98103
November 29 2018,S122452,Keanu,Dog,Pomeranian,,98119
November 02 2018,S137072,Neko,Dog,German Shepherd,Doberman Pinscher,98117
October 18 2018,8001990,Ariel,Dog,Miniature Poodle,,98101
October 28 2018,S121824,Vince,Dog,German Shepherd,,98133
November 06 2018,8002514,Luka,Dog,Pomeranian,Chihuahua,98125
November 23 2018,S137415,Izzy,Dog,Maltese,Toy Poodle,98125
November 30 2018,86043,Jolene Maverick,Dog,Australian Cattle Dog,,98107
November 06 2018,8002528,Luna,Dog,Labrador Retriever,Standard Poodle,98105
October 20 2018,8002068,Blue,Dog,Siberian Husky,,98125
October 23 2018,8002142,Jack,Dog,Newfoundland,Chow Chow,98116
December 14 2018,S125180,Annie,Dog,Border Collie,,98115
November 24 2018,282556,Lucky,Dog,Boston Terrier,,98136
December 21 2018,903443,Keegan,Dog,Soft Coated Wheaten Terrier,,98199
December 26 2018,956884,Snickers,Dog,Beagle,Basset Hound,98117
December 30 2018,8004231,Leo,Dog,Basset Hound,,98104
November 17 2018,830781,Abby,Dog,Australian Shepherd,,98103
November 13 2018,S107562,Lily,Dog,American Cocker Spaniel,,98126
October 23 2018,8002149,Bailey,Dog,Maltese,,98177
December 13 2018,959278,Athena,Dog,Cavalier King Charles Spaniel,,98112
October 25 2018,8002214,Riley,Dog,American Cocker Spaniel,Miniature Poodle,98103
December 26 2018,S125837,Cooper,Dog,Labrador Retriever,,98122
October 18 2018,S133972,Lucky,Dog,Pointer,,98117
October 29 2018,8002280,Circa,Dog,Belgian Malinois,,98116
November 24 2018,S146581,Honey,Dog,Chow Chow,Labrador Retriever,98116
October 20 2018,826030,Guido,Dog,Chihuahua,,98103
December 21 2018,901947,Keetna,Dog,Border Collie,,98105
November 14 2018,8002720,Penelope,Dog,Boston Terrier,,98136
November 23 2018,8003143,Gus,Dog,Australian Cattle Dog,,98109
December 27 2018,958624,Grover,Dog,Chihuahua,Terrier,98133
October 23 2018,S152158,Data,Dog,Labrador Retriever,,97009
October 19 2018,727887,Viv,Dog,Terrier,Pomeranian,98177
December 12 2018,8003775,Loki,Dog,Havanese,Havanese,98118
November 27 2018,8003271,Sam,Dog,Bichon Frise,,98116
November 14 2018,S133682,Viggo,Dog,Leonberger,,98101
November 29 2018,8003343,Oscar,Dog,Labrador Retriever,,98103
November 02 2018,827969,Ozzy,Dog,Australian Cattle Dog,Dalmatian,98112
October 20 2018,S123273,Pichu,Dog,Miniature Pinscher,Chihuahua,98102
October 23 2018,S121365,Brody,Dog,Labrador Retriever,,98125
December 15 2018,959478,Toby,Dog,Labrador Retriever,,98177
December 09 2018,959489,Grover,Dog,Labrador Retriever,Standard Poodle,98112
November 18 2018,8002903,Charlee,Dog,Chihuahua,Standard Poodle,98107
November 18 2018,8002909,Arlo,Dog,American Blue Heeler,,98107
November 29 2018,8003350,River,Dog,Labrador Retriever,,98105
December 30 2018,8004217,Kronk,Dog,German Shepherd,,98108
November 19 2018,8002960,Samson,Dog,Labrador Retriever,,98116
November 24 2018,S107478,Rainier,Dog,Miniature Poodle,,98115
December 15 2018,S127388,Winnie,Dog,Dachshund,,98115
October 27 2018,723997,Buddy,Dog,Rat Terrier,Shih Tzu,98117
December 12 2018,960573,Bella,Dog,Labrador Retriever,,98105
November 11 2018,8002632,Freddie,Dog,Miniature Poodle,Miniature Poodle,98119
December 31 2018,8004244,Rowan,Dog,Border Terrier,,98133
November 14 2018,S128661,Bailey,Dog,Maltese,,98136
November 06 2018,728718,Ada,Dog,Border Collie,,98125
December 21 2018,904644,Macho,Dog,Greyhound,,98116
October 29 2018,8002288,Griffey,Dog,Dalmatian,,98121
November 28 2018,8003311,Atticus,Dog,Newfoundland,,98125
November 17 2018,8002819,Kali,Dog,Rat Terrier,,98117
November 07 2018,8002555,Remy,Dog,German Shepherd,,98117
November 06 2018,8002520,MacGyver,Dog,English Shepherd,Golden Retriever,98117
December 30 2018,S111433,Boboli,Dog,Chow Chow,,98178
October 21 2018,S135783,River,Dog,Labrador Retriever,,98115
